Time (s),Voltage (V)
4.596e-08,3.64
4.5999999999999995e-08,3.64
4.604e-08,3.64
4.607999999999999e-08,3.64
4.612e-08,3.64
4.6160000000000004e-08,3.6
4.62e-08,3.6
4.624e-08,3.6
4.6279999999999995e-08,3.6
4.632e-08,3.6
4.635999999999999e-08,3.6
4.64e-08,3.6
4.6440000000000004e-08,3.6
4.6479999999999997e-08,3.6
4.652e-08,3.6
4.6559999999999995e-08,3.6
4.66e-08,3.6
4.663999999999999e-08,3.6
4.668e-08,3.6
4.6720000000000004e-08,3.6
4.6759999999999997e-08,3.6
4.68e-08,3.56
4.6839999999999995e-08,3.56
4.688e-08,3.56
4.691999999999999e-08,3.56
4.696e-08,3.56
4.7000000000000004e-08,3.56
4.7039999999999996e-08,3.56
4.708e-08,3.56
4.7119999999999994e-08,3.56
4.716e-08,3.56
4.719999999999999e-08,3.56
4.724e-08,3.56
4.7280000000000004e-08,3.56
4.7319999999999996e-08,3.56
4.736e-08,3.56
4.7399999999999994e-08,3.56
4.744e-08,3.6
4.747999999999999e-08,3.6
4.752e-08,3.6
4.7560000000000004e-08,3.6
4.7599999999999996e-08,3.6
4.764e-08,3.6
4.7679999999999994e-08,3.6
4.772e-08,3.6
4.775999999999999e-08,3.6
4.78e-08,3.6
4.7840000000000004e-08,3.6
4.7879999999999996e-08,3.6
4.792e-08,3.6
4.7959999999999994e-08,3.6
4.8e-08,3.6
4.803999999999999e-08,3.6
4.808e-08,3.6
4.8120000000000003e-08,3.6
4.8159999999999996e-08,3.6
4.82e-08,3.6
4.8239999999999994e-08,3.6
4.828e-08,3.6
4.831999999999999e-08,3.6
4.836e-08,3.6
4.84e-08,3.6
4.8439999999999996e-08,3.64
4.848e-08,3.64
4.8519999999999994e-08,3.64
4.856e-08,3.64
4.859999999999999e-08,3.64
4.864e-08,3.64
4.868e-08,3.64
4.8719999999999996e-08,3.64
4.876e-08,3.64
4.8799999999999994e-08,3.6
4.884e-08,3.6
4.887999999999999e-08,3.6
4.892e-08,3.6
4.896e-08,3.6
4.8999999999999995e-08,3.6
4.904e-08,3.6
4.9079999999999993e-08,3.6
4.912e-08,3.6
4.915999999999999e-08,3.6
4.92e-08,3.6
4.924e-08,3.6
4.9279999999999995e-08,3.6
4.932e-08,3.6
4.9359999999999993e-08,3.6
4.94e-08,3.6
4.943999999999999e-08,3.6
4.948e-08,3.6
4.952e-08,3.6
4.9559999999999995e-08,3.6
4.96e-08,3.6
4.963999999999999e-08,3.6
4.968e-08,3.6
4.971999999999999e-08,3.6
4.976e-08,3.6
4.98e-08,3.6
4.9839999999999995e-08,3.6
4.988e-08,3.6
4.991999999999999e-08,3.6
4.996e-08,3.56
5.0000000000000004e-08,3.56
5.004e-08,3.56
5.008e-08,3.56
5.0119999999999995e-08,3.56
5.016e-08,3.56
5.019999999999999e-08,3.56
5.024e-08,3.56
5.0280000000000004e-08,3.6
5.0319999999999997e-08,3.6
5.036e-08,3.6
5.0399999999999995e-08,3.6
5.044e-08,3.6
5.047999999999999e-08,3.6
5.052e-08,3.6
5.0560000000000004e-08,3.6
5.0599999999999996e-08,3.6
5.064e-08,3.6
5.0679999999999995e-08,3.6
5.072e-08,3.6
5.075999999999999e-08,3.6
5.08e-08,3.6
5.0840000000000004e-08,3.6
5.0879999999999996e-08,3.6
5.092e-08,3.6
5.0959999999999994e-08,3.6
5.1e-08,3.6
5.103999999999999e-08,3.6
5.108e-08,3.6
5.1120000000000004e-08,3.6
5.1159999999999996e-08,3.6
5.12e-08,3.6
5.1239999999999994e-08,3.6
5.128e-08,3.6
5.131999999999999e-08,3.6
5.136e-08,3.6
5.1400000000000004e-08,3.6
5.1439999999999996e-08,3.64
5.148e-08,3.64
5.1519999999999994e-08,3.64
5.156e-08,3.64
5.159999999999999e-08,3.64
5.164e-08,3.64
5.1680000000000004e-08,3.64
5.1719999999999996e-08,3.64
5.176e-08,3.64
5.1799999999999994e-08,3.6
5.184e-08,3.6
5.187999999999999e-08,3.6
5.192e-08,3.6
5.1960000000000003e-08,3.6
5.1999999999999996e-08,3.6
5.204e-08,3.6
5.2079999999999994e-08,3.6
5.212e-08,3.6
5.215999999999999e-08,3.6
5.22e-08,3.6
5.224e-08,3.6
5.2279999999999996e-08,3.6
5.232e-08,3.6
5.2359999999999994e-08,3.6
5.24e-08,3.6
5.243999999999999e-08,3.6
5.248e-08,3.6
5.252e-08,3.6
5.2559999999999996e-08,3.6
5.26e-08,3.6
5.2639999999999994e-08,3.6
5.268e-08,3.6
5.271999999999999e-08,3.6
5.276e-08,3.6
5.28e-08,3.6
5.2839999999999995e-08,3.6
5.288e-08,3.6
5.2919999999999993e-08,3.6
5.296e-08,3.6
5.299999999999999e-08,3.6
5.304e-08,3.6
5.308e-08,3.6
5.3119999999999995e-08,3.6
5.316e-08,3.6
5.319999999999999e-08,3.6
5.324e-08,3.6
5.327999999999999e-08,3.6
5.332e-08,3.6
5.336e-08,3.6
5.3399999999999995e-08,3.6
5.344e-08,3.6
5.347999999999999e-08,3.64
5.352e-08,3.64
5.355999999999999e-08,3.64
5.36e-08,3.64
5.364e-08,3.64
5.3679999999999995e-08,3.64
5.372e-08,3.64
5.375999999999999e-08,3.64
5.38e-08,3.64
5.383999999999999e-08,3.64
5.388e-08,3.64
5.392e-08,3.64
5.3959999999999995e-08,3.64
5.4e-08,3.64
5.403999999999999e-08,3.64
5.408e-08,3.64
5.4120000000000004e-08,3.64
5.4159999999999997e-08,3.64
5.42e-08,3.64
5.4239999999999995e-08,3.64
5.428e-08,3.64
5.431999999999999e-08,3.64
5.436e-08,3.64
5.4400000000000004e-08,3.64
5.4439999999999996e-08,3.64
5.448e-08,3.64
5.4519999999999995e-08,3.64
5.456e-08,3.64
5.459999999999999e-08,3.64
5.464e-08,3.64
5.4680000000000004e-08,3.64
5.4719999999999996e-08,3.64
5.476e-08,3.6
5.4799999999999994e-08,3.6
5.484e-08,3.6
5.487999999999999e-08,3.6
5.492e-08,3.6
5.4960000000000004e-08,3.6
5.4999999999999996e-08,3.6
5.504e-08,3.6
5.5079999999999994e-08,3.6
5.512e-08,3.6
5.515999999999999e-08,3.6
5.52e-08,3.6
5.5240000000000004e-08,3.6
5.5279999999999996e-08,3.6
5.532e-08,3.6
5.5359999999999994e-08,3.6
5.54e-08,3.6
5.543999999999999e-08,3.6
5.548e-08,3.6
5.5520000000000003e-08,3.6
5.5559999999999996e-08,3.6
5.56e-08,3.6
5.5639999999999994e-08,3.6
5.568e-08,3.6
5.571999999999999e-08,3.6
5.576e-08,3.6
5.5800000000000003e-08,3.6
5.5839999999999996e-08,3.6
5.588e-08,3.6
5.5919999999999994e-08,3.6
5.596e-08,3.6
5.599999999999999e-08,3.6
5.604e-08,3.6
5.608e-08,3.6
5.6119999999999996e-08,3.6
5.616e-08,3.6
5.6199999999999994e-08,3.6
5.624e-08,3.6
5.627999999999999e-08,3.6
5.632e-08,3.6
5.636e-08,3.6
5.6399999999999995e-08,3.6
5.644e-08,3.64
5.6479999999999994e-08,3.64
5.652e-08,3.64
5.655999999999999e-08,3.64
5.66e-08,3.64
5.664e-08,3.64
5.6679999999999995e-08,3.64
5.672e-08,3.64
5.6759999999999993e-08,3.64
5.68e-08,3.64
5.683999999999999e-08,3.64
5.688e-08,3.6
5.692e-08,3.6
5.6959999999999995e-08,3.6
5.7e-08,3.6
5.703999999999999e-08,3.6
5.708e-08,3.6
5.711999999999999e-08,3.6
5.716e-08,3.6
5.72e-08,3.6
5.7239999999999995e-08,3.6
5.728e-08,3.6
5.731999999999999e-08,3.6
5.736e-08,3.6
5.739999999999999e-08,3.6
5.744e-08,3.6
5.748e-08,3.6
5.7519999999999995e-08,3.6
5.756e-08,3.6
5.759999999999999e-08,3.6
5.764e-08,3.6
5.767999999999999e-08,3.6
5.772e-08,3.6
5.776e-08,3.56
5.7799999999999995e-08,3.56
5.784e-08,3.56
5.787999999999999e-08,3.56
5.792e-08,3.56
5.795999999999999e-08,3.56
5.7999999999999997e-08,3.56
5.804e-08,3.56
5.8079999999999995e-08,3.56
5.812e-08,3.56
5.815999999999999e-08,3.56
5.82e-08,3.56
5.823999999999999e-08,3.56
5.8279999999999996e-08,3.56
5.832e-08,3.56
5.8359999999999995e-08,3.56
5.84e-08,3.56
5.843999999999999e-08,3.56
5.848e-08,3.56
5.8520000000000004e-08,3.56
5.8559999999999996e-08,3.56
5.86e-08,3.56
5.8639999999999994e-08,3.56
5.868e-08,3.52
5.871999999999999e-08,3.52
5.876e-08,3.52
5.8800000000000004e-08,3.52
5.8839999999999996e-08,3.52
5.888e-08,3.52
5.8919999999999994e-08,3.52
5.896e-08,3.52
5.899999999999999e-08,3.52
5.904e-08,3.52
5.9080000000000004e-08,3.52
5.9119999999999996e-08,3.52
5.916e-08,3.48
5.9199999999999994e-08,3.48
5.924e-08,3.48
5.927999999999999e-08,3.48
5.932e-08,3.48
5.9360000000000003e-08,3.48
5.9399999999999996e-08,3.48
5.944e-08,3.48
5.9479999999999994e-08,3.48
5.952e-08,3.48
5.955999999999999e-08,3.48
5.96e-08,3.48
5.964e-08,3.48
5.967999999999999e-08,3.44
5.972000000000001e-08,3.44
5.976e-08,3.44
5.979999999999999e-08,3.44
5.983999999999999e-08,3.44
5.988e-08,3.44
5.992e-08,3.44
5.995999999999999e-08,3.44
6.000000000000001e-08,3.44
6.004e-08,3.44
6.007999999999999e-08,3.44
6.011999999999999e-08,3.44
6.016e-08,3.44
6.02e-08,3.44
6.023999999999999e-08,3.44
6.028000000000001e-08,3.44
6.032e-08,3.44
6.035999999999999e-08,3.44
6.039999999999998e-08,3.44
6.044e-08,3.44
6.048e-08,3.44
6.051999999999999e-08,3.44
6.056000000000001e-08,3.44
6.06e-08,3.44
6.063999999999999e-08,3.44
6.067999999999998e-08,3.44
6.072e-08,3.44
6.076e-08,3.44
6.079999999999999e-08,3.44
6.084000000000001e-08,3.44
6.088e-08,3.44
6.091999999999999e-08,3.44
6.095999999999998e-08,3.44
6.1e-08,3.44
6.104e-08,3.44
6.107999999999999e-08,3.44
6.112000000000001e-08,3.44
6.116e-08,3.44
6.119999999999999e-08,3.44
6.123999999999998e-08,3.44
6.128e-08,3.44
6.132e-08,3.44
6.135999999999999e-08,3.44
6.140000000000001e-08,3.44
6.144e-08,3.48
6.147999999999999e-08,3.48
6.151999999999998e-08,3.48
6.156e-08,3.48
6.16e-08,3.48
6.163999999999999e-08,3.48
6.168000000000001e-08,3.48
6.172e-08,3.48
6.175999999999999e-08,3.48
6.179999999999998e-08,3.44
6.184e-08,3.44
6.188e-08,3.44
6.191999999999999e-08,3.44
6.196000000000001e-08,3.44
6.2e-08,3.44
6.203999999999999e-08,3.44
6.207999999999998e-08,3.44
6.212e-08,3.44
6.216e-08,3.44
6.219999999999999e-08,3.44
6.224000000000001e-08,3.44
6.228e-08,3.44
6.231999999999999e-08,3.44
6.235999999999998e-08,3.44
6.24e-08,3.44
6.244e-08,3.44
6.247999999999999e-08,3.44
6.252e-08,3.44
6.256e-08,3.44
6.259999999999999e-08,3.44
6.263999999999998e-08,3.44
6.268e-08,3.44
6.272e-08,3.44
6.275999999999999e-08,3.44
6.28e-08,3.44
6.284e-08,3.44
6.287999999999999e-08,3.44
6.292000000000001e-08,3.44
6.296e-08,3.4
6.3e-08,3.4
6.303999999999999e-08,3.4
6.308e-08,3.4
6.312e-08,3.4
6.315999999999999e-08,3.4
6.320000000000001e-08,3.4
6.324e-08,3.4
6.328e-08,3.44
6.331999999999999e-08,3.44
6.336e-08,3.44
6.34e-08,3.44
6.343999999999999e-08,3.44
6.348000000000001e-08,3.44
6.352e-08,3.44
6.356e-08,3.44
6.359999999999999e-08,3.44
6.364e-08,3.44
6.368e-08,3.44
6.371999999999999e-08,3.44
6.376000000000001e-08,3.44
6.38e-08,3.44
6.384e-08,3.44
6.387999999999999e-08,3.44
6.392e-08,3.44
6.396e-08,3.44
6.399999999999999e-08,3.44
6.404000000000001e-08,3.44
6.408e-08,3.44
6.412e-08,3.44
6.415999999999999e-08,3.44
6.42e-08,3.44
6.424e-08,3.44
6.427999999999999e-08,3.44
6.432000000000001e-08,3.44
6.436e-08,3.44
6.44e-08,3.44
6.443999999999999e-08,3.44
6.448e-08,3.44
6.452e-08,3.48
6.455999999999999e-08,3.48
6.460000000000001e-08,3.48
6.464e-08,3.48
6.468e-08,3.48
6.471999999999999e-08,3.48
6.476e-08,3.48
6.48e-08,3.48
6.483999999999999e-08,3.48
6.488000000000001e-08,3.48
6.492e-08,3.48
6.496e-08,3.48
6.499999999999999e-08,3.48
6.504e-08,3.48
6.508e-08,3.48
6.511999999999999e-08,3.48
6.516000000000001e-08,3.48
6.52e-08,3.48
6.524e-08,3.48
6.527999999999999e-08,3.48
6.532e-08,3.48
6.536e-08,3.48
6.539999999999999e-08,3.48
6.544000000000001e-08,3.48
6.548e-08,3.48
6.552e-08,3.52
6.555999999999999e-08,3.52
6.56e-08,3.52
6.564e-08,3.52
6.567999999999999e-08,3.52
6.572000000000001e-08,3.52
6.576e-08,3.52
6.58e-08,3.52
6.583999999999999e-08,3.52
6.588e-08,3.52
6.592e-08,3.52
6.595999999999999e-08,3.52
6.600000000000001e-08,3.52
6.604e-08,3.56
6.608e-08,3.56
6.611999999999999e-08,3.56
6.616e-08,3.56
6.62e-08,3.56
6.623999999999999e-08,3.56
6.628000000000001e-08,3.56
6.632e-08,3.56
6.635999999999999e-08,3.56
6.639999999999999e-08,3.56
6.644e-08,3.56
6.648e-08,3.56
6.651999999999999e-08,3.6
6.656000000000001e-08,3.6
6.66e-08,3.6
6.663999999999999e-08,3.6
6.667999999999999e-08,3.6
6.672e-08,3.6
6.676e-08,3.6
6.679999999999999e-08,3.6
6.684000000000001e-08,3.6
6.688e-08,3.6
6.691999999999999e-08,3.6
6.695999999999999e-08,3.6
6.7e-08,3.6
6.704e-08,3.6
6.707999999999999e-08,3.6
6.712000000000001e-08,3.6
6.716e-08,3.6
6.719999999999999e-08,3.6
6.723999999999999e-08,3.6
6.728e-08,3.6
6.732e-08,3.6
6.735999999999999e-08,3.6
6.740000000000001e-08,3.6
6.744e-08,3.6
6.747999999999999e-08,3.6
6.751999999999999e-08,3.6
6.756e-08,3.6
6.76e-08,3.6
6.763999999999999e-08,3.6
6.768000000000001e-08,3.56
6.772e-08,3.56
6.775999999999999e-08,3.56
6.779999999999999e-08,3.56
6.784e-08,3.56
6.788e-08,3.56
6.791999999999999e-08,3.56
6.796000000000001e-08,3.56
6.8e-08,3.56
6.803999999999999e-08,3.56
6.807999999999998e-08,3.56
6.812e-08,3.56
6.816e-08,3.52
6.819999999999999e-08,3.52
6.824000000000001e-08,3.52
6.828e-08,3.52
6.831999999999999e-08,3.52
6.835999999999998e-08,3.52
6.84e-08,3.52
6.844e-08,3.52
6.847999999999999e-08,3.52
6.852000000000001e-08,3.52
6.856e-08,3.52
6.859999999999999e-08,3.52
6.863999999999998e-08,3.52
6.868e-08,3.52
6.872e-08,3.52
6.875999999999999e-08,3.52
6.880000000000001e-08,3.48
6.884e-08,3.48
6.887999999999999e-08,3.48
6.891999999999998e-08,3.48
6.896e-08,3.48
6.9e-08,3.48
6.903999999999999e-08,3.48
6.908000000000001e-08,3.48
6.912e-08,3.48
6.915999999999999e-08,3.48
6.919999999999998e-08,3.48
6.924e-08,3.48
6.928e-08,3.48
6.931999999999999e-08,3.48
6.936000000000001e-08,3.48
6.94e-08,3.48
6.943999999999999e-08,3.52
6.947999999999998e-08,3.52
6.952e-08,3.52
6.956e-08,3.52
6.959999999999999e-08,3.52
6.964000000000001e-08,3.52
6.968e-08,3.52
6.971999999999999e-08,3.52
6.975999999999998e-08,3.52
6.98e-08,3.52
6.984e-08,3.52
6.987999999999999e-08,3.52
6.992000000000001e-08,3.52
6.996e-08,3.52
